"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","47622506330","Benito Exposito, Ian","14/09/1993","Andreu Caballero, Javier","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Benitez Cabrera, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","javier@mailintaor.com","c/ de l'aviador Aitor Benitez Cabrera","L'Armentera","Albanyà","ian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","84772557109","Saez Calderon, Leire","08/06/1997","Carrera Amaya, Elena","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Moya Miro, Arlet","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Arlet Moya Miro","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","59350305318","Dalmau Riera, Gerard","30/07/1990","Arenas Bravo, Alba","+34 XXXXXXX","+34 XXXXXXX","gerard@mailintaor.com","Hurtado Galindo, Aina","+34 XXXXZZZZ","+34 XXXXLLL","alba@mailintaor.com","c/ de l'aviador Aina Hurtado Galindo","L'Armentera","Albanyà","gerard@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","47272584475","Ros Romero, Adrià","02/05/1998","Sierra Rovira, Álvaro","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Marquez Pujol, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Xavier Marquez Pujol","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","93069726109","Oliver Navas, Queralt","08/05/1990","Rosell Cuenca, Lucía","+34 XXXXXXX","+34 XXXXXXX","queralt@mailintaor.com","Santos Lorenzo, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","lucia@mailintaor.com","c/ de l'aviador Xavier Santos Lorenzo","L'Armentera","Albanyà","queralt@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","92592884817","Moya Martin, Ana","26/02/1999","Roman Lorenzo, Erik","+34 XXXXXXX","+34 XXXXXXX","ana@mailintaor.com","Franco Sole, Bruno","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Bruno Franco Sole","L'Armentera","Albanyà","ana@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","66656386267","Piñol Marin, Alan","20/09/1993","Avila Valencia, Alan","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Bonet Nieto, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Bruna Bonet Nieto","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","99391415841","Puig Casas, Mireia","14/11/1992","Lorenzo Rubio, Alan","+34 XXXXXXX","+34 XXXXXXX","mireia@mailintaor.com","Lara Villanueva, Cristina","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Cristina Lara Villanueva","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","95606911826","Santos Moya, Alejandro","08/08/1991","Lara Juan, Gabriel","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Cabello Moya, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Víctor Cabello Moya","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","11738750273","Rius Rodriguez, Salma","24/10/1991","Valverde Oliver, Jaume","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Prats Arroyo, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Blanca Prats Arroyo","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","59136034575","Marquez Piñol, Marcos","14/04/1998","Llorens Mesa, Ivet","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Leon Herrero, Roger","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Roger Leon Herrero","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","44780537023","Domingo Soria, Marta","29/03/1995","Ortiz Gallego, Unai","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Bosch Riera, Ivet","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Ivet Bosch Riera","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","58842960210","Mata Amaya, Bernat","02/10/1999","Navas Domenech, David","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Pardo Nuñez, Elena","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Elena Pardo Nuñez","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","83470738787","Capdevila Pacheco, Joan","14/09/1998","Marquez Guillen, Jana","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Aguilera Linares, Martí","+34 XXXXZZZZ","+34 XXXXLLL","jana@mailintaor.com","c/ de l'aviador Martí Aguilera Linares","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","66583564427","Calderon Galvez, Gisela","18/12/1990","Camps Gimeno, Mariona","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Aguilar Flores, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Bruna Aguilar Flores","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","62421242556","Garrido Franco, Alexandra","02/09/1990","Andres Asensio, Joana","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Capdevila Piñol, Naia","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Naia Capdevila Piñol","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","68270190072","Prat Viñas, Salma","22/09/1992","Rico Espinosa, Elena","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Hernandez Macias, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Ferran Hernandez Macias","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","83563895096","Pardo Santos, Pablo","22/03/1999","Casas Mateo, Salma","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Mendez Ventura, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","salma@mailintaor.com","c/ de l'aviador Adrià Mendez Ventura","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","99674762279","Maldonado Blasco, Unai","15/10/1997","Juan Acosta, Isaac","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Reina Galindo, Mohamed","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Mohamed Reina Galindo","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","50427662547","Parra Tomas, Sara","16/04/1999","Requena Pages, Irene","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Millan Figueras, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Bernat Millan Figueras","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","40996216422","Tomas Castells, Jan","19/09/1997","Prieto Murillo, Adam","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Herrero Vazquez, Leo","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Leo Herrero Vazquez","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","33527927967","Riera Ferrer, Adrián","09/05/1996","Esteban Ortiz, Erik","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Cano Esteban, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Alexandra Cano Esteban","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","72356448511","Murillo Murillo, Javier","16/07/1997","Cuevas Pallares, José","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Bueno Maldonado, Aitana","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Aitana Bueno Maldonado","L'Armentera","Albanyà","javier@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","67065285937","Leon Soriano, Alexandra","09/01/1993","Cuevas Perez, Naia","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Valles Llorens, Erik","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Erik Valles Llorens","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","41640487717","Barrera Blanco, Leyre","11/08/1990","Manzano Vives, Daniela","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Cardona Pallares, Leo","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Leo Cardona Pallares","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","56794960613","Casanovas Casas, Noa","22/11/1992","Velasco Morales, Leire","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Muñoz Reina, Víctor","+34 XXXXZZZZ","+34 XXXXLLL","leire@mailintaor.com","c/ de l'aviador Víctor Muñoz Reina","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","93812755818","Ramos Linares, Martina","16/11/1999","Casanovas Barrera, Bruna","+34 XXXXXXX","+34 XXXXXXX","martina@mailintaor.com","Grau Ibañez, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Adrià Grau Ibañez","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","37921574012","Pastor Campos, Leo","09/05/1990","Sola Avila, Lluc","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Diaz Villanueva, Lluc","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Lluc Diaz Villanueva","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","48346394478","Maldonado Villar, Antonio","14/02/1995","Heredia Miro, Dídac","+34 XXXXXXX","+34 XXXXXXX","antonio@mailintaor.com","Llorens Valle, Marina","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Marina Llorens Valle","L'Armentera","Albanyà","antonio@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","49503389989","Iglesias Martos, Lucía","06/02/1992","Gomez Acosta, Adrià","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Ros Escudero, Andrea","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Andrea Ros Escudero","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","49596485816","Galvez Miranda, Miquel","29/04/1994","Ferre Sole, Roc","+34 XXXXXXX","+34 XXXXXXX","miquel@mailintaor.com","Benito Prieto, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","roc@mailintaor.com","c/ de l'aviador Carlota Benito Prieto","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","97536542398","Mendoza Valero, Sergi","03/03/1993","Martin Rueda, Ivet","+34 XXXXXXX","+34 XXXXXXX","sergi@mailintaor.com","Nuñez Crespo, Eva","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Eva Nuñez Crespo","L'Armentera","Albanyà","sergi@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","96322093408","Velasco Leon, José","31/07/1998","Egea Salazar, Gabriel","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Aranda Navarro, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Lucía Aranda Navarro","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","78498305054","Luna Alarcon, Adrià","17/08/1999","Sans Silva, Nil","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Galvez Costa, Biel","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Biel Galvez Costa","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","44696013530","Miguel Campos, José","09/08/1994","Torres Valero, Lola","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Esteve Rey, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Miguel Esteve Rey","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","87647399846","Nadal Casas, Lucas","23/08/1998","Tomas Carrillo, Judith","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Guerrero Santamaria, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Elsa Guerrero Santamaria","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","87049906606","Bertran Paredes, Lluc","18/09/1994","Bonet Mateo, Iker","+34 XXXXXXX","+34 XXXXXXX","lluc@mailintaor.com","Singh Rius, Naia","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Naia Singh Rius","L'Armentera","Albanyà","lluc@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","70954336255","Valles Ortega, Aina","24/12/1991","Viñas Ribera, Elsa","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Viñas Rios, Abril","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Abril Viñas Rios","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","70439111976","Marin Pascual, Guillem","08/06/1995","Gomez Mateu, Erik","+34 XXXXXXX","+34 XXXXXXX","guillem@mailintaor.com","Perez Torrent, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Ainara Perez Torrent","L'Armentera","Albanyà","guillem@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","60052034943","Reina Sala, Marcos","09/07/1996","Paredes Puig, Noa","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Beltran Mendoza, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","noa@mailintaor.com","c/ de l'aviador Adriana Beltran Mendoza","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","25759240656","Salazar Soriano, Xavi","05/06/1996","Gimeno Dalmau, Judit","+34 XXXXXXX","+34 XXXXXXX","xavi@mailintaor.com","Colomer Domenech, Iris","+34 XXXXZZZZ","+34 XXXXLLL","judit@mailintaor.com","c/ de l'aviador Iris Colomer Domenech","L'Armentera","Albanyà","xavi@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","16546135688","Diez Delgado, Mariona","18/12/1995","Millan Marin, Antonio","+34 XXXXXXX","+34 XXXXXXX","mariona@mailintaor.com","Contreras Arroyo, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Álvaro Contreras Arroyo","L'Armentera","Albanyà","mariona@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","53729825323","Nieto Leon, Lucas","10/03/1998","Duran Navarro, Ivet","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Bosch Figueras, Elena","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Elena Bosch Figueras","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","92886151955","Reina Moreno, Judith","02/05/1996","Duran Montoya, Irene","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Alvarez Tomas, Judith","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Judith Alvarez Tomas","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","55072642650","Arenas Blanco, Biel","07/05/1993","Casado Soler, Marcos","+34 XXXXXXX","+34 XXXXXXX","biel@mailintaor.com","Luque Morales, Ana","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador Ana Luque Morales","L'Armentera","Albanyà","biel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","91011135328","Muñoz Cuenca, Axel","25/08/1992","Rico Comas, Nora","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Ordoñez Zamora, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Alejandro Ordoñez Zamora","L'Armentera","Albanyà","axel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","78184912927","Rey Nuñez, Clara","09/06/1995","Nadal Codina, Cristina","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Iglesias Valles, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Jaume Iglesias Valles","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","13612834952","Blanch Blanco, Jaume","07/05/1994","Delgado Rojas, Ivet","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Dalmau Arias, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Bruna Dalmau Arias","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","63709295592","Pla Beltran, Adrián","26/09/1998","Costa Hernandez, Pablo","+34 XXXXXXX","+34 XXXXXXX","adrian@mailintaor.com","Villanueva Dalmau, Rayan","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Rayan Villanueva Dalmau","L'Armentera","Albanyà","adrian@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","48283000630","Robles Galan, Ainhoa","16/10/1994","Roca Macias, Mario","+34 XXXXXXX","+34 XXXXXXX","ainhoa@mailintaor.com","Sabate Miralles, Noa","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Noa Sabate Miralles","L'Armentera","Albanyà","ainhoa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","16763757690","Arias Esteban, Aina","16/08/1991","Gimeno Luque, David","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Perez Juan, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Ismael Perez Juan","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","75300128442","Alvarez Quintana, Judit","26/10/1997","Vives Bueno, Aleix","+34 XXXXXXX","+34 XXXXXXX","judit@mailintaor.com","Marquez Cabrera, Jana","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Jana Marquez Cabrera","L'Armentera","Albanyà","judit@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","96431430565","Cortes Vega, Unai","01/07/1991","Lopez Flores, Ferran","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Carreras Guillen, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Ferran Carreras Guillen","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","63412129498","Borras Capdevila, Alejandro","29/03/1998","Crespo Soler, Mar","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Egea Benito, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","mar@mailintaor.com","c/ de l'aviador Valentina Egea Benito","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","75715716452","Bertran Vargas, Leire","26/01/1996","Navas Carrera, Albert","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Cortes Blasco, Javier","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Javier Cortes Blasco","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","62039226691","Romero Paredes, Helena","04/09/1995","Mateu Montero, Biel","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Caballero Pujol, Sara","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Sara Caballero Pujol","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","96259539149","Marquez Lorenzo, Arnau","19/05/1994","Pardo Casanova, Mohamed","+34 XXXXXXX","+34 XXXXXXX","arnau@mailintaor.com","Soto Marcos, Irene","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Irene Soto Marcos","L'Armentera","Albanyà","arnau@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","98365662890","Lara Miranda, Marta","08/05/1990","Ponce Santiago, Valentina","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Costa Esteban, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Marcos Costa Esteban","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","41453257358","Cuenca Sola, Mireia","18/11/1995","Campos Rivas, Pau","+34 XXXXXXX","+34 XXXXXXX","mireia@mailintaor.com","Royo Rius, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Arnau Royo Rius","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","87670631529","Rico Serrano, Gisela","01/05/1991","Arroyo Martinez, Isaac","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Mir Crespo, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Ayman Mir Crespo","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","41625982699","Herrera Heredia, Marcos","23/07/1993","Hurtado Lorenzo, Elena","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Lozano Gil, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","elena@mailintaor.com","c/ de l'aviador Ainhoa Lozano Gil","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","32399474051","Planas Casals, Joel","10/12/1999","Duran Hernandez, Ayman","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Rius Miguel, Carlos","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Carlos Rius Miguel","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","76972764402","Rico Comas, Jana","17/10/1994","Ruiz Alsina, Pol","+34 XXXXXXX","+34 XXXXXXX","jana@mailintaor.com","Piñol Ribera, Mireia","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador Mireia Piñol Ribera","L'Armentera","Albanyà","jana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","18067905355","Lorente Velasco, Rayan","07/07/1996","Dalmau Alvarez, Bruna","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Fuentes Exposito, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","bruna@mailintaor.com","c/ de l'aviador Xavier Fuentes Exposito","L'Armentera","Albanyà","rayan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","31645957588","Garrido Sanchez, Malak","02/03/1999","Acosta Martinez, Marwa","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Mendoza Santiago, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","marwa@mailintaor.com","c/ de l'aviador Lucas Mendoza Santiago","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","16377885270","Castillo Hernandez, Leyre","01/11/1996","Romero Abad, Queralt","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Reina Arias, Álvaro","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Álvaro Reina Arias","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","66919891237","Abad Camacho, Alexandra","12/09/1999","Millan Diaz, Ainara","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Moreno Cano, Laura","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Laura Moreno Cano","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","90540880631","Escudero Marquez, Judith","24/02/1999","Nuñez Lorenzo, Leire","+34 XXXXXXX","+34 XXXXXXX","judith@mailintaor.com","Medina Mateo, Cristina","+34 XXXXZZZZ","+34 XXXXLLL","leire@mailintaor.com","c/ de l'aviador Cristina Medina Mateo","L'Armentera","Albanyà","judith@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
